,date,phong_ban,total_duration
2032,2020-12-14,wo_noc,22262.04
2040,2020-12-15,wo_noc,22747.12
2048,2020-12-16,wo_noc,23515.77
2054,2020-12-17,wo_noc,22997.83
2056,2020-12-18,wo_noc,22451.48
2063,2020-12-19,wo_noc,22548.46
2070,2020-12-20,wo_noc,22204.77
2074,2020-12-21,wo_noc,22027.3
2085,2020-12-22,wo_noc,22044.39
2087,2020-12-23,wo_noc,22264.23
2095,2020-12-24,wo_noc,22087.72
2101,2020-12-25,wo_noc,23030.71
2108,2020-12-26,wo_noc,23818.68
2114,2020-12-27,wo_noc,24446.5
2121,2020-12-28,wo_noc,23377.39
2125,2020-12-29,wo_noc,23851.97
2133,2020-12-30,wo_noc,25730.47
2137,2020-12-31,wo_noc,23127.08
2142,2021-01-01,wo_noc,1857.08
2145,2021-01-02,wo_noc,4302.49
2149,2021-01-03,wo_noc,5396.99
2152,2021-01-04,wo_noc,5508.71
2157,2021-01-05,wo_noc,5816.73
2160,2021-01-06,wo_noc,6165.84
2164,2021-01-07,wo_noc,6246.63
2169,2021-01-08,wo_noc,6914.14
2172,2021-01-09,wo_noc,7355.73
2176,2021-01-10,wo_noc,6999.37
2180,2021-01-11,wo_noc,6963.29
2186,2021-01-12,wo_noc,7629.2
2188,2021-01-13,wo_noc,7591.71
2194,2021-01-14,wo_noc,7418.99
2196,2021-01-15,wo_noc,7615.37
2201,2021-01-16,wo_noc,7842.78
2205,2021-01-17,wo_noc,8639.7
2209,2021-01-18,wo_noc,8409.01
2214,2021-01-19,wo_noc,9186.01
2217,2021-01-20,wo_noc,9867.04
2222,2021-01-21,wo_noc,9812.93
2230,2021-01-22,wo_noc,9433.16
2234,2021-01-23,wo_noc,8935.9
2241,2021-01-24,wo_noc,8877.25
2244,2021-01-25,wo_noc,10427.27
2251,2021-01-26,wo_noc,12150.18
2252,2021-01-27,wo_noc,9978.7
2257,2021-01-28,wo_noc,10051.46
2263,2021-01-29,wo_noc,9570.26
2270,2021-01-30,wo_noc,9066.98
2276,2021-01-31,wo_noc,9671.27
2278,2021-02-01,wo_noc,9514.18
2284,2021-02-02,wo_noc,9682.72
2291,2021-02-03,wo_noc,9416.26
2292,2021-02-04,wo_noc,9519.5
2299,2021-02-05,wo_noc,8910.66
2302,2021-02-06,wo_noc,8443.65
2310,2021-02-07,wo_noc,8622.73
2313,2021-02-08,wo_noc,7453.87
2318,2021-02-09,wo_noc,8011.63
2322,2021-02-10,wo_noc,8248.73
2331,2021-02-11,wo_noc,7783.51
2336,2021-02-12,wo_noc,8581.07
2339,2021-02-13,wo_noc,8841.34
2344,2021-02-14,wo_noc,9413.24
2348,2021-02-15,wo_noc,9837.06
2351,2021-02-16,wo_noc,10112.19
2356,2021-02-17,wo_noc,8640.13
2361,2021-02-18,wo_noc,7437.32
2366,2021-02-19,wo_noc,6926.84
2372,2021-02-20,wo_noc,7598.71
2375,2021-02-21,wo_noc,8124.09
2380,2021-02-22,wo_noc,8653.04
2387,2021-02-23,wo_noc,9060.85
2389,2021-02-24,wo_noc,9747.2
2397,2021-02-25,wo_noc,10460.77
2401,2021-02-26,wo_noc,10009.18
2405,2021-02-27,wo_noc,9549.01
2409,2021-02-28,wo_noc,8412.09
2415,2021-03-01,wo_noc,8306.6
2419,2021-03-02,wo_noc,8320.99
2424,2021-03-03,wo_noc,9286.2
2431,2021-03-04,wo_noc,9897.25
2434,2021-03-05,wo_noc,9288.64
2438,2021-03-06,wo_noc,9182.95
2443,2021-03-07,wo_noc,9617.13
2452,2021-03-08,wo_noc,8540.49
2457,2021-03-09,wo_noc,8768.93
2458,2021-03-10,wo_noc,9756.32
2463,2021-03-11,wo_noc,9553.01
2469,2021-03-12,wo_noc,9412.52
